text,audio_filepath,label
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_939.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_940.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_941.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_942.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_943.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_944.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_945.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_946.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_947.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_948.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_949.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_950.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_951.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_952.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_953.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_954.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_955.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_956.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_957.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_958.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_959.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_960.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_961.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_962.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_963.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_964.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_965.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_966.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_967.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_968.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_969.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_970.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_971.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_972.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_973.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_974.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_975.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_976.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_977.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_978.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_979.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_980.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_981.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_982.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_983.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_984.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_985.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_986.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_987.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_988.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_989.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_990.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_991.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_992.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_993.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_994.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_995.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_996.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_997.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_998.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_999.wav,0
